len,packet_id,flags,ttl,protocol,checksum,source_port,destination_port,test
40,59943,0,38,6,59209,1149,46739,0
40,55888,0,38,6,63264,49175,46739,0
40,57999,0,38,6,61153,1130,46739,0
40,11817,0,38,6,41800,5633,46739,0
40,34909,0,38,6,18708,648,46739,0
40,35767,0,38,6,17850,70,46739,0
40,55918,0,38,6,63234,3703,46739,0
40,26916,0,38,6,26701,2013,46739,0
40,41870,0,38,6,11747,6668,46739,0
40,55582,0,38,6,63570,8200,46739,0
40,14809,0,38,6,38808,6101,46739,0
40,3116,0,38,6,50501,8086,46739,0
40,50879,0,38,6,2738,8045,46739,0
40,63069,0,38,6,56083,6003,46739,0
40,16610,0,38,6,37007,8654,46739,0
40,54510,0,38,6,64642,9502,46739,0
40,37125,0,38,6,16492,3800,46739,0
40,48461,0,38,6,5156,55055,46739,0
40,9067,0,38,6,44550,1037,46739,0
40,37735,0,38,6,15882,992,46739,0
40,14601,0,38,6,39016,8009,46739,0
40,43361,0,38,6,10256,6123,46739,0
40,47843,0,38,6,5774,3766,46739,0
40,23634,0,38,6,29983,1002,46739,0
40,26324,0,38,6,27293,9050,46739,0
40,52761,0,38,6,856,2998,46739,0
40,46222,0,38,6,7395,2099,46739,0
40,2012,0,38,6,51605,427,46739,0
40,46227,0,38,6,7390,6667,46739,0
40,64647,0,38,6,54505,1071,46739,0
40,63880,0,38,6,55272,1236,46739,0
40,3426,0,38,6,50191,56737,46739,0
40,2509,0,38,6,51108,10000,46739,0
40,41090,0,38,6,12527,3801,46739,0
40,35029,0,38,6,18588,5003,46739,0
40,32162,0,38,6,21455,1721,46739,0
40,49578,0,38,6,4039,1065,46739,0
40,35501,0,38,6,18116,1093,46739,0
40,10846,0,38,6,42771,9290,46739,0
40,56748,0,38,6,62404,5960,46739,0
40,56729,0,38,6,62423,5903,46739,0
40,56785,0,38,6,62367,873,46739,0
40,46346,0,38,6,7271,1186,46739,0
40,36825,0,38,6,16792,106,46739,0
40,50978,0,38,6,2639,100,46739,0
40,19110,0,38,6,34507,1099,46739,0
40,32707,0,38,6,20910,6547,46739,0
40,21245,0,38,6,32372,3995,46739,0
40,1260,0,38,6,52357,1152,46739,0
40,56315,0,38,6,62837,1900,46739,0
40,18082,0,38,6,35535,2045,46739,0
40,4562,0,38,6,49055,8194,46739,0
40,41496,0,38,6,12121,1839,46739,0
40,14938,0,38,6,38679,1068,46739,0
40,27878,0,38,6,25739,541,46739,0
40,4362,0,38,6,49255,691,46739,0
40,26718,0,38,6,26899,843,46739,0
40,38674,0,38,6,14943,4662,46739,0
40,13843,0,38,6,39774,3322,46739,0
40,64766,0,38,6,54386,8082,46739,0
40,18489,0,38,6,35128,3005,46739,0
40,37885,0,38,6,15732,1503,46739,0
40,13961,0,38,6,39656,8651,46739,0
40,27992,0,38,6,25625,5915,46739,0
40,14744,0,38,6,38873,40911,46739,0
40,49828,0,38,6,3789,407,46739,0
40,18873,0,38,6,34744,3000,46739,0
40,18511,0,38,6,35106,1174,46739,0
40,33039,0,38,6,20578,9485,46739,0
40,11083,0,38,6,42534,5033,46739,0
40,45723,0,38,6,7894,7402,46739,0
40,11909,0,38,6,41708,3580,46739,0
40,23305,0,38,6,30312,63331,46739,0
40,55419,0,38,6,63733,1066,46739,0
44,16796,0,53,6,32977,46741,3300,0
44,26311,0,38,6,27302,46740,6699,0
44,52069,0,42,6,520,46740,50001,0
44,56957,0,38,6,62191,46740,2288,0
44,52666,0,37,6,1203,46740,646,0
44,49253,0,41,6,3592,46740,161,0
44,12961,0,57,6,35788,46740,49176,0
44,25273,0,58,6,23220,46740,49167,0
44,45100,0,46,6,6465,46740,1050,0
44,55392,0,57,6,58892,46740,26,0
44,22322,0,42,6,30267,46740,1021,0
44,35205,0,37,6,18664,46740,1084,0
44,55715,0,43,6,62153,46740,5877,0
44,31529,0,43,6,20804,46740,51493,0
44,41465,0,53,6,8308,46740,10010,0
44,38100,0,54,6,11417,46740,34572,0
44,6247,0,39,6,47110,46740,11111,0
44,25692,0,49,6,25105,46740,3333,0
44,31206,0,50,6,19335,46740,1310,0
44,30794,0,48,6,20259,46740,222,0
44,56775,0,51,6,59045,46740,7106,0
44,23046,0,37,6,30823,46740,144,0
44,20576,0,51,6,29709,46740,1035,0
44,10012,0,55,6,39249,46740,15003,0
44,60180,0,46,6,56920,46740,17988,0
