len,packet_id,flags,ttl,protocol,checksum,source_port,destination_port,test
0.04,0.328242,0,0.587302,0.3125,0.490148,0.058497,0.714799,0
0.04,0.2206,0,0.587302,0.3125,0.597717,0.229415,0.714799,0
0.04,0.202043,0,0.587302,0.3125,0.61626,0.000291,0.714799,0
0.053333,0.622717,0,0.666667,0.3125,0.176279,0.714795,0.000138,0
0.053333,0.713605,0,0.857143,0.3125,0.038568,0.714795,0.614675,0
0.053333,0.055455,0,0.904762,0.3125,0.684544,0.714795,0.017878,0
0.053333,0.739569,0,0.666667,0.3125,0.059508,0.714795,0.004603,0
0.053333,0.029278,0,0.666667,0.3125,0.769311,0.714795,0.139213,0
0.053333,0.40369,0,0.68254,0.3125,0.391249,0.714795,0.090397,0
0.053333,0.428126,0,0.650794,0.3125,0.374643,0.714795,0.016792,0
0.053333,0.105,0,0.634921,0.3125,0.701454,0.714795,0.122467,0
0.053333,0.041786,0,0.761905,0.3125,0.733368,0.714795,0.808209,0
0.053333,0.186923,0,0.587302,0.3125,0.631309,0.714795,0.017082,0
0.053333,0.877909,0,0.634921,0.3125,0.92929,0.714795,0.423848,0
0.053333,0.526514,0,0.571429,0.3125,0.295859,0.714795,0.091132,0
0.053333,0.701326,0,0.809524,0.3125,0.06256,0.714795,0.214103,0
0.053333,0.932418,0,0.873016,0.3125,0.816212,0.714795,0.02193,0
0.053333,0.36424,0,0.619048,0.3125,0.4463,0.714795,0.079922,0
0.053333,0.059717,0,0.603175,0.3125,0.754521,0.714795,0.018122,0
0.053333,0.537647,0,0.714286,0.3125,0.249569,0.714795,0.036183,0
0.053333,0.724739,0,0.666667,0.3125,0.074327,0.714795,0.060958,0
0.053333,0.945705,0,0.714286,0.3125,0.842005,0.714795,0.122681,0
0.04,0.416198,0,0.587302,0.3125,0.402253,0.1392,0.714799,0
0.04,0.744548,0,0.587302,0.3125,0.074129,0.004588,0.714799,0
0.04,0.513119,0,0.587302,0.3125,0.305398,0.017863,0.714799,0
0.04,0.414946,0,0.587302,0.3125,0.403504,0.614669,0.714799,0
0.04,0.278163,0,0.587302,0.3125,0.540193,0.000122,0.714799,0
0.04,0.830472,0,0.587302,0.3125,0.988477,0.021915,0.714799,0
0.04,0.290717,0,0.587302,0.3125,0.527648,0.214091,0.714799,0
0.04,0.389669,0,0.587302,0.3125,0.428763,0.091118,0.714799,0
0.04,0.611461,0,0.587302,0.3125,0.207124,0.423839,0.714799,0
0.04,0.435534,0,0.587302,0.3125,0.382931,0.017067,0.714799,0
0.04,0.043283,0,0.587302,0.3125,0.774912,0.808206,0.714799,0
0.04,0.665053,0,0.587302,0.3125,0.153569,0.122454,0.714799,0
0.04,0.909264,0,0.587302,0.3125,0.909739,0.016777,0.714799,0
0.04,0.933991,0,0.587302,0.3125,0.885029,0.090384,0.714799,0
0.04,0.014784,0,0.587302,0.3125,0.803391,0.122668,0.714799,0
0.04,0.776284,0,0.587302,0.3125,0.042414,0.060944,0.714799,0
0.04,0.212796,0,0.587302,0.3125,0.605516,0.036169,0.714799,0
0.04,0.594096,0,0.587302,0.3125,0.224478,0.018107,0.714799,0
0.04,0.220096,0,0.587302,0.3125,0.59822,0.079908,0.714799,0
0.053333,0.637165,0,0.634921,0.3125,0.169656,0.714795,0.027252,0
0.053333,0.744914,0,0.825397,0.3125,0.015094,0.714795,0.081925,0
0.053333,0.394771,0,0.746032,0.3125,0.384533,0.714795,0.016455,0
0.053333,0.877971,0,0.904762,0.3125,0.862807,0.714795,0.229458,0
0.053333,0.723761,0,0.873016,0.3125,0.024511,0.714795,0.088868,0
0.053333,0.413373,0,0.650794,0.3125,0.389387,0.714795,0.841976,0
0.053333,0.445339,0,0.809524,0.3125,0.318371,0.714795,0.024469,0
